Cluster ID,Cluster Name,Year,Count
5,Conceptual_and_Investigative_Methods,1989,1212
5,Conceptual_and_Investigative_Methods,1990,1200
5,Conceptual_and_Investigative_Methods,1991,1197
5,Conceptual_and_Investigative_Methods,1992,1388
5,Conceptual_and_Investigative_Methods,1993,1335
5,Conceptual_and_Investigative_Methods,1994,1412
5,Conceptual_and_Investigative_Methods,1995,1531
5,Conceptual_and_Investigative_Methods,1996,1735
5,Conceptual_and_Investigative_Methods,1997,1840
5,Conceptual_and_Investigative_Methods,1998,2866
5,Conceptual_and_Investigative_Methods,1999,3577
5,Conceptual_and_Investigative_Methods,2000,3772
5,Conceptual_and_Investigative_Methods,2001,4739
5,Conceptual_and_Investigative_Methods,2002,6997
5,Conceptual_and_Investigative_Methods,2003,8805
